pdb	chain	pLDDT_before	pLDDT_after	tm_score_before	tm_score_after	lddt_before	lddt_after
2ny7	G	28.43		0.29825		0.24284550569181676	
6w7s	A	87.19		0.96519		0.8886836200577763	
7ar0	A	81.17		0.94439		0.8636857217113537	
2hlf	B	87.26		0.95332		0.9129901047127335	
7ws4	A						
7n0v	C	92.93		0.98005		0.9519703808825644	
1yuh	H	89.96		0.61963		0.8447672867979784	
7s6d	A						
6bf7	B						
6zcz	E	27.07		0.26856		0.2739264788944724	
7now	B	92.35		0.97089		0.966402251904998	
6qx4	A	82.82		0.65027		0.8859572283284913	
7z0y	R	27.19		0.20879		0.21328459658613919	
6dfi	E	36.99		0.37117		0.30418794731109794	
7kc1	A	49.34		0.57901		0.5094960376350766	
3ngb	A	25.24		0.32712		0.24495040687597477	
7det	C	26.83		0.25444		0.2694370704169644	
6wds	A	64.5		0.65151		0.643096976929616	
2ibz	E	75.36		0.30188		0.8305479963618502	
4tsa	A	43.47		0.37174		0.4338483726031499	
3g6j	C	80.7		0.92377		0.8608723480721653	
4h8w	G	25.22		0.31086		0.23130295894359285	
3bpc	B	85.45		0.64127		0.8622722807048662	
3o6l	C	62.72		0.24936		0.5822026122026122	
7rkx	A	86.37		0.79563		0.7764375287906798	
7rnn	D	83.43		0.89938		0.9042609576887474	
7x2c	A	82.89		0.27942		0.7923882721055525	
6m3c	G	88.54		0.97887		0.9266292365110776	
2ny6	A	27.34		0.29769		0.233757129337718	
4i9w	A	81.13		0.67254		0.8673818552962136	
7stz	C	88.23		0.87747		0.9244013667996213	
5b71	F	86.79		0.96087		0.9264080741891401	
7o2z	P	88.48		0.32268		0.6339285714285714	
7d00	C						
7qn5	C	88.77		0.96064		0.952670815042159	
4i3r	G	28.28		0.29527		0.24083513787430597	
7a6f	A						
7kmg	C	26.25		0.25588		0.25065706987714564	
7cvs	A	87.48		0.95238		0.9294747484615439	
3qxv	B	85.64		0.91441		0.8554403703925398	
4xpa	A	84.74		0.96993		0.893152029282477	
6vc9	A	90.88		0.75903		0.9471485390608376	
6jhr	C	75.56		0.67983		0.7591577760132598	
3ogc	C	91.34		0.91437		0.9361591978709964	
4i18	C	84.52		0.87676		0.834978511359609	
4oii	B	28.56		0.2502		0.2246071123762267	
7tty	A	32.63		0.27038		0.25320602674193077	
6xpr	A	56.88		0.76376		0.6314988759468005	
3d85	C	58.53		0.65121		0.5669674895012131	
3cvh	A	88.2		0.92524		0.9388823067766642	
7wk8	B	77.16		0.22092		0.8707065696649029	
6bah	E	91.1		0.95451		0.9535087259114918	
4z8f	E						
5c3l	A	82.91		0.69292		0.8962008845037519	
6lfx	a	83.41		0.47111		0.8071487866931907	
6mej	C	26.63		0.26314		0.23033782791268229	
5dhy	M	85.31		0.90709		0.9443935702599913	
5j3h	E	89.4		0.03421		0.9125099143355984	
2vxt	I	88.78		0.93899		0.8921976674427665	
6q0e	A	63.78		0.78365		0.6538375772331378	
5m95	A	84.78		0.94057		0.8396997033851604	
6b3j	A	77.97		0.32179		0.6824618025908781	
5tru	C	83.18		0.96095		0.9182620098694649	
5kan	B	50.91		0.303		0.5064230313345779	
3cfb	L	91.61		0.58531		0.9573022433810755	
7joz	A	77.98		0.64399		0.7158046040438918	
6h1f	B	93.38		0.9749		0.974903298766099	
7ngh	B	80.87		0.67782		0.8121751753781338	
4n9g	Z	92.47		0.83737		0.9554064308086924	
3gbm	A	50.08		0.54678		0.5186117010885477	
7r4i	A						
5i74	A	83.49		0.98253		0.8972651429463098	
4nj9	H	88.23		0.90496		0.9238602738335638	
4bz1	A	40.76		0.40757		0.34904562822888807	
6gju	A	88.15		0.90651		0.8774279899508828	
7klh	A	25.82		0.24201		0.24909756883970005	
5w3l	A	64.41		0.70092		0.6620047071597597	
6nmt	C	89.78		0.97015		0.9461233881027289	
4c83	A	89.64		0.94259		0.9213738818129664	
4xrc	D	74.25		0.84707		0.7403309840903333	
6w2c	A	83.33		0.9829		0.8946958768017665	
7kmk	A						
1hi6	C	69.93		0.17936		0.7229527417027417	
3jcb	A	25.63		0.22562		0.21295804975820135	
6phc	I	61.89		0.44499		0.604748580849174	
3uyr	P	77.54		0.42588		0.6160714285714286	
7cz0	C	37.4		0.39177		0.40754994760990837	
5tl5	A	88.96		0.91787		0.9508558921563662	
4lgr	A	91.03		0.9774		0.9547070557231093	
7dss	1	62.24		0.69417		0.731259682829947	
5i71	A	83.49		0.98211		0.8997130872658983	
6z1v	A	82.7		0.88909		0.8728986383022358	
4irz	A	84.33		0.87884		0.8739950728679617	
7jmw	A	26.12		0.27163		0.24463788543151027	
5gmq	A	26.62		0.35097		0.2569276429297125	
6y1n	L	88.68		0.48002		0.9085003734563749	
6df1	A	28.64					
1zwi	C	91.46		0.94421		0.9598858719254412	
7kd2	A	91.22		0.97309		0.941310657843438	
6hf1	A	91.76		0.96934		0.9435227507764453	
7lki	F	77.61		0.3508		0.6160714285714285	
3s37	X	80.71		0.87605		0.7555967602027227	
6u9s	C	48.71		0.35411		0.42326133923603393	
4liq	E	80.28		0.61395		0.9012585330889458	
4yhm	H	88.19		0.70899		0.9030418182521743	
7nqa	B	92.27		0.9718		0.9624857482562735	
7mzn	A	26.38		0.2745		0.25058970940123204	
6xpx	A	62.56		0.79922		0.6778235030795287	
4fg6	B	87.27		0.95377		0.9272240978003452	
4zs7	A	75.34		0.85325		0.7525103879185222	
1him	P	71.02		0.48208		0.7183779761904763	
7epb	A	92.41		0.6888		0.778467760163392	
1tqc	A	89.98		0.95375		0.9397522619573379	
3jbe	3	79.54		0.62358		0.8354033211381157	
6ss4	A	91.6		0.93864		0.8876808663244724	
7djz	C	26.96		0.24069		0.24630674859335847	
6n4y	A	86.49		0.91826		0.8876903288580751	
7d3s	A	81.99		0.11616		0.8103870051578707	
1nd0	A	89.61		0.49895		0.9348985100472523	
6wx2	C	84.01		0.29842		0.5520833333333333	
6kx1	C	84.99		0.34056		0.8372420634920635	
7sbu	A	27.94		0.28604		0.26570637475328124	
7nks	B	25.69		0.25263		0.2189840781503652	
6obd	F	68.4		0.30415		0.6118849206349206	
6nz7	E	55.21		0.64349		0.5980225651109128	
5g5x	A	89.68		0.96533		0.9445453322279908	
5nj6	A	83.72		0.91194		0.8931536817161654	
6ze1	A	90.17		0.90254		0.8575612344044943	
1axs	B	89.07		0.81884		0.8755318228896514	
6xcj	G	26.43		0.23146		0.22530381179552944	
6uig	A	45.39		0.59795		0.4809140149315669	
5bk1	A	93.83		0.81601		0.9375269492191797	
7lab	B						
7deo	B	27.23		0.27112		0.26318820563846806	
3qcv	I	86.46		0.92409		0.9192868720286542	
4nby	A	92.24		0.95188		0.9669959139716683	
6nfv	C	91.11		0.93908		0.9526191426549987	
5ogi	A						
5hdq	A	93.68		0.97979		0.9447310733488095	
7f4h	A	76.26		0.1188		0.8187545637629252	
7ps1	E	27.03		0.27343		0.26405227900171324	
6h2y	D	61.41		0.68817		0.5429413752359685	
1j1x	Y	95.14		0.98414		0.9672880866440962	
5fgb	G	65.08		0.55452		0.75	
7f1g	A	81.32		0.94901		0.8534172022574437	
1xgy	P	68.98		0.44553		0.65	
7m2i	C	89.98		0.84204		0.8769222578550705	
6p67	G	75.05		0.89782		0.8231361470039812	
3mnw	P	81.41		0.7439		0.9391408084519539	
5hhv	A	87.28		0.87472		0.8798978462478273	
7vqx	A	82.23		0.84206		0.7919277123477843	
6d6t	B	86.13		0.919		0.8798175854454078	
7cwm	A						
6b0a	A	53.92		0.47262		0.6294917271659548	
1c1e	H	86.77		0.87991		0.9129077250922448	
4xcf	P	78.34		0.62317		0.8963484432234432	
7d6i	A	26.36		0.25805		0.23112796216903106	
7kqi	B	54.47		0.67912		0.5304276958996228	
4dw2	U	89.37		0.93019		0.8138851034778163	
5k9k	F	45.41		0.43518		0.45819684725766163	
7kgj	A	26.05		0.27338		0.24515482336018277	
6wwc	F	84.01		0.30059		0.5089285714285714	
1hin	P	71.02		0.46888		0.7991071428571428	
6bt3	N	26.11		0.24015		0.25945830491522787	
7laa	A						
2xzc	L						
7f54	A	77.54		0.79503		0.7555924330484212	
7nrh	A	23.77		0.24064		0.20584659745830103	
6k0y	C	85.77		0.92723		0.8974426784794016	
7jie	B	27.39		0.25322		0.22049283854646076	
7s0b	E	25.91		0.25991		0.25656225255085374	
1a4k	H	89.58		0.92508		0.9180388154891439	
7n65	A	24.67		0.21425		0.20442679861818766	
4jlr	S	90.25		0.67304		0.6463433398103829	
6phb	I						
3ejy	A	87.41		0.95317		0.918761217804857	
6niy	A	65.3		0.60582		0.6347514322103386	
1tqb	A	90.13		0.95329		0.9503699903311107	
4tqe	A	84.79		0.26274		0.8130033594877345	
2j4w	D	47.03		0.19561		0.39814822948617395	
6m0f	A	84.57		0.95936		0.881876217369317	
2q8b	A	37.17		0.36514		0.40594160845519617	
5o05	B	27.21		0.33122		0.27481234148175504	
5k59	B	69.13		0.79664		0.7391561000481838	
5g5r	A	89.32		0.96471		0.9501749587030234	
3hi1	G	26.18		0.26527		0.26539977083288235	
7e5y	A	28.53		0.32266		0.30832385366945053	
7phu	A	41.2		0.46261		0.4750687107831518	
6mu7	G	25.01		0.11317		0.2066685931248846	
1mcd	P						
3ldb	A	86.99		0.95798		0.8913773337687354	
7d4b	A	85.72		0.76923		0.9105210290867938	
7s8o	B	78.12		0.28826		0.7757387324210754	
7st8	S	81.25		0.57172		0.7594844969844969	
4o4y	A	71.87		0.35282		0.8023809523809524	
4hjg	H	86.71		0.91493		0.9179044131160173	
5aam	J	40.26		0.38974		0.33401041416367155	
4xnq	C	64.64		0.74594		0.629146982720131	
5mp3	C	65.88		0.34122		0.5694444444444444	
7mhy	A	90.14		0.96523		0.8752747652597777	
7tyo	A	78.71		0.84134		0.7780190580096839	
4zxb	E						
5u5f	E	91.1		0.90867		0.9529923968139236	
1mj7	H	84.97		0.69389		0.8600331611205692	
4m7j	H	88.78		0.75218		0.8849306931618603	
1s5h	C	91.49		0.93158		0.9568797375345309	
3zks	A	84.12		0.95514		0.8629482027955542	
7f9y	A	80.88		0.80831		0.7816776653219388	
5ds8	P	55.32		0.33333		0.16666666666666666	
6rps	B	91.17		0.98231		0.9558716837099547	
6zrv	A	84.69		0.95695		0.8801060214496714	
6xkr	P	83.71		0.93998		0.8984771863995461	
3or6	C	91.28		0.93308		0.9544569667637556	
3gkz	A	88.41		0.48649		0.810804989999864	
4rqs	G	28.29		0.2116		0.23256049412342955	
6pb1	A	78.14		0.28444		0.7728533959214466	
7lqw	C						
7sjs	C	74.75		0.35045		0.7124353392819303	
7nvl	e	80.82		0.89439		0.904046651327323	
7s6c	A						
7cyp	A						
7kmd	T	46.03		0.3132		0.4976033610651318	
5tq2	A	85.14		0.94707		0.8995854218883825	
7l2d	A						
2p7t	C	91.2		0.92779		0.9526184312932027	
7v3j	B	73.3		0.56384		0.6558462367054505	
5i6z	A	83.1		0.98255		0.8963270465669058	
5u3m	A	72.92		0.54632		0.7885343675931911	
5jz7	B	83.98		0.86312		0.8609499859341845	
6ukj	A	87.25		0.92005		0.8387044743480214	
4ocn	A	87.28		0.94733		0.9199624769603507	
7rkf	A	86.51		0.85556		0.7716803215060177	
5ywp	A	70.17		0.56341		0.6289764881567855	
3ux9	A	87.24		0.92862		0.8671375377930841	
3hpl	C	91.18		0.95469		0.9602159397459994	
7ean	A	26.79		0.2428		0.2701655011665418	
7vgz	C	79.68		0.33177		0.7886121099948861	
7jvp	A	82.38		0.29587		0.7876331572332624	
7k45	B	26.83		0.25273		0.270425873778637	
1yy9	A	85.63		0.56387		0.8947769866257185	
6ulf	K						
7l6v	A	54.26		0.7762		0.5800479411639369	
5c1m	A	82.6		0.88286		0.8077800726629912	
5vk6	C	90.05		0.85745		0.9071004281522622	
7f15	A	29.42		0.3173		0.27904085012846386	
7tuy	R	77.77		0.89326		0.809497381372653	
1ktr	P	69.44				0.6666666666666666	
4ldo	A	85.42		0.74673		0.8690982933283743	
3fct	D	89.23		0.7509		0.9169138776996654	
5d8j	A	93.34		0.95681		0.9217241403298695	
6x5m	r						
2zch	P	90.33		0.98015		0.9355975101820151	
7ul2	R	84.12		0.90552		0.8259772156376378	
2f58	P	72.48		0.31596		0.5161616161616162	
2exy	B	87.23		0.9525		0.9049558435101062	
6cw3	F	73.77		0.6686		0.7550039806368317	
5uem	G						
7teb	D						
3ztn	A	44.99		0.53307		0.45030258207576124	
2boc	C	91.4		0.93364		0.9472196805794889	
1ngp	H	86.78		0.6726		0.9137992666218285	
7rq6	C						
2nr6	B						
6a96	B	89.87		0.94103		0.8666910394966701	
3g5v	C	62.71		0.27855		0.6289831696081696	
4dvr	G	26.54		0.33355		0.2536044190572786	
5ocy	C	77.72		0.18548		0.5535714285714286	
6ir1	A	39.85		0.46887		0.3645909073244028	
7e72	E	91.02		0.91779		0.9022828337776824	
7ps4	A	27.26		0.27542		0.2609907844721345	
5jyl	C	92.45		0.96334		0.9655144611938747	
7w2z	A	74.03		0.77385		0.7766834812184426	
5tbd	I	62.63		0.28225		0.5535714285714286	
5w9l	D	30.9		0.25444		0.3156445007142999	
6a3w	C	86.18		0.88442		0.9427499470745035	
7eya	R	29.75		0.30388		0.2923621330167231	
6qd7	E						
7v35	A	86.1		0.66093		0.6495560444569802	
3lev	A	88.74		0.95252		0.897000717592096	
6u1n	R	88.94		0.91671		0.7831942272555843	
7pr0	A	27.45		0.31993		0.28691229571224897	
2r29	A	65.69		0.83826		0.7546793422147943	
6wex	E	52.55		0.5811		0.541110805218192	
3cfd	B	85.65		0.87604		0.8909882769400613	
7so9	A						
4qci	C	88.54		0.91982		0.9349086213565342	
4edx	V	87.13		0.83593		0.8904107097328641	
3ze1	C	85.86		0.97562		0.9147807819039754	
3v0a	A						
3idm	C	71.8		0.42578		0.6666666666666666	
3v0w	H	89.25		0.95406		0.9377530638815141	
5c7k	C	25.89		0.23329		0.22129212857346328	
7k4n	B						
7kfx	A	26.12		0.27142		0.2445177667449153	
1kel	H	86.46		0.70141		0.9012382883445962	
3zlq	A	85.15		0.94322		0.875041445839506	
1riv	H	87.5		0.85065		0.918522503378261	
5dfw	A	48.62		0.39895		0.44572572180457753	
4ybq	B	90.66		0.90727		0.8268834932271655	
7zf3	E	26.82		0.29035		0.24669511593694474	
1ors	C	84.06		0.94214		0.923082779843937	
3hns	H	87.84		0.92572		0.9134048276801126	
4w6x	A	32.47		0.44039		0.2744704072013592	
6l62	A	63.88		0.74886		0.6114180424583969	
7bem	E	28.35		0.30003		0.2923360243781778	
7tpj	B	94.95		0.90021		0.8605808149684903	
7chb	R	28.53		0.32027		0.30975162096215086	
2pw2	C	68.31		0.54731		0.775	
3t65	B	86.33		0.7191		0.8891515449017259	
7nx0	C	82.29		0.93071		0.849855475393861	
6nmv	S	90.42		0.96588		0.9464559919391902	
7oxn	A	69.62		0.36505		0.6548805361305361	
5cjq	A	48.17		0.21107		0.3014536785399207	
7rxc	B	84.56		0.80875		0.8753847434466728	
6os1	A	87.42		0.74983		0.8045252148401411	
5d6c	L	91.99		0.53624		0.9591369392658009	
2cju	H	90.07		0.93504		0.912538220627146	
6zec	A						
7we8	A						
7k9j	A						
5u4m	A	92.45		0.98267		0.9487434209662833	
4gaj	P	79.89		0.36355		0.7388888888888888	
5o7p	C	90.34		0.52243		0.8380933744380485	
2r6p	A	75.16		0.58363		0.699906900430037	
2nlj	C	91.84		0.92742		0.9519125546109211	
5e1h	A	91.22		0.97656		0.9492919385198036	
3drt	C	66.65		0.32414		0.8833333333333333	
7jks	G	25.13		0.2775		0.22714397426063926	
1a8j	L	87.26		0.90172		0.8911079388025095	
7niv	A						
1u8k	C	69.94		0.19809		0.5062830687830687	
7d0c	C						
5ucb	B	93.41		0.94697		0.9242971789730232	
7bc6	A	93.59		0.95058		0.8831295869748842	
7dw9	A	78.64		0.28709		0.7847400012345389	
7m7j	A						
4uta	B	73.19		0.6127		0.7056491033915872	
5vpl	A	93.92		0.99383		0.9809988430101408	
7wq4	A	79.66		0.28285		0.7997496651606688	
6yxg	A						
7f1o	A	81.28		0.29347		0.8359098920888357	
6aj9	A	72.59		0.78058		0.7293565098992907	
6gjs	A	89.11		0.97453		0.9434903144142174	
4fqk	C	33.71		0.44833		0.35895533447205724	
7cj2	A	93.12		0.98427		0.9505914291122549	
6ocb	A	64.52		0.79567		0.6926961110187424	
3wd5	A	89.97		0.9545		0.9084730312067127	
7nil	A	32.36		0.2769		0.32175051631627444	
4ocl	D	87.64		0.95452		0.929874151714606	
7mbx	A	78.23		0.78942		0.8102930946578478	
2eh8	P	65.44		0.2306		0.55	
6w0c	C	90.63		0.85505		0.90504591334824	
4m62	T	92.91		0.98197		0.9558275647825132	
7nkt	A	26.28		0.25103		0.24971502203694962	
7jr7	A	84.38		0.94565		0.8974272244672671	
5vxk	A	80.4		0.92669		0.860689330478233	
7vuh	A	82.0		0.79216		0.79904504076372	
6mwn	B						
3hzy	A	90.11		0.48645		0.9532910277159052	
7lly	A	82.53		0.64201		0.67926257138758	
7mzm	A	26.84		0.28989		0.2623308905423392	
6mtq	T	90.85		0.94409		0.9081508475797412	
4n90	T	88.2		0.90804		0.8829650654825106	
6xy2	A	86.22		0.94118		0.8939306150272565	
2b4c	G	25.94		0.2514		0.25173286860659133	
7b2m	A	80.25		0.94264		0.8696076075713352	
7ws2	A	26.67		0.23407		0.2611756637444612	
5xct	C	70.62		0.59541		0.7833333333333333	
6co3	Q	69.7		0.36875		0.7166666666666667	
3bkj	A	68.44		0.28218		0.7101190476190478	
6okn	R	91.56		0.81276		0.9141202232518022	
5foj	B	75.27		0.91612		0.7536813124592896	
3r08	E	76.38		0.80052		0.7618168996313529	
7mlz	A	26.28		0.25486		0.2599774100643212	
3zkq	A	84.85		0.95753		0.8722219602299879	
4hwb	A	71.43		0.49262		0.6830532396825167	
7tes	A						
7b0b	F	26.79		0.29097		0.27091903895365554	
6vln	K						
5vic	E	75.12		0.79885		0.7817298161348605	
1nma	N	65.59		0.84615		0.6508051760534597	
5m2i	E	88.67		0.95183		0.9060795794966326	
4ma7	A	88.74		0.9445		0.9314247296368408	
3j6u	A	69.48		0.56497		0.6134380627693955	
6w00	P	72.2		0.35269		0.7962797619047619	
6w52	A	49.04		0.39964		0.5157465081689921	
1mce	P	24.1					
5hbv	B	82.35		0.18037		0.8912378505391985	
7rqq	P	69.21		0.49742		0.7166666666666667	
6lyn	C	87.88		0.94623		0.9465629708438105	
4kze	R						
4xwg	A	88.16		0.94771		0.8896994408457137	
7vfb	A	63.12		0.5533		0.6577828523243254	
7b3o	E	29.04		0.35114		0.27928183460744144	
5i9q	A	29.0		0.27543		0.22199513685261035	
5te4	G	24.14		0.26831		0.19617708334262351	
7r8n	E						
5ec2	C	90.46		0.92616		0.9452221170428126	
4o58	A	53.35		0.63614		0.5650172389280287	
7wui	A	81.43		0.79573		0.7762911207625972	
5e08	N						
6lnt	B	67.17		0.43954		0.5335560701735744	
6dkj	C	88.4		0.92637		0.9586900129054449	
4u6g	C	65.8		0.48494		0.6764477651977653	
3s35	X	78.9		0.8554		0.7542111171854925	
1g9n	G	26.91		0.25093		0.2404069592930396	
6pbv	I	77.74		0.34137		0.7270833333333333	
1cu4	P	72.64		0.27221		0.5277777777777779	
6yxm	B	77.8		0.35502		0.6160714285714286	
1yeg	L	90.51		0.51028		0.9428135677828073	
1cft	C	64.74		0.51241		0.975	
7mzi	A	26.05		0.28635		0.24509235827381717	
7sla	A	89.01		0.90282		0.7470254996464629	
7li6	A	84.6		0.92785		0.7926830689477161	
4lu5	A	66.36		0.71011		0.6328651748865317	
5x2n	C	85.88		0.94389		0.884778225645462	
5f3j	B	78.79		0.54731		0.7297544866872756	
3w9e	C	55.83		0.67186		0.5625281168277648	
6vrl	A	84.44		0.97492		0.8721003091032249	
4jr9	A	76.73		0.86471		0.8032872304201548	
7kbi	A	90.82		0.96839		0.9360823441208528	
4jm2	E	26.3		0.22433		0.22728861976556142	
7joo	C	77.63		0.86954		0.800945313812843	
2bdn	A	87.93		0.94836		0.9562762932684677	
7kkk	A						
7rkn	A	79.42		0.81956		0.7571764060070365	
7n4n	A	84.23		0.95969		0.8785134684474761	
7qiv	A	81.78		0.92016		0.8784394637166864	
4kht	A	93.46		0.8605		0.9284123429264859	
3dv6	B	88.68		0.94747		0.9149153825059424	
3gb7	C	91.4		0.9409		0.9588494564765524	
5ye4	E	86.71		0.38877		0.4527777777777777	
5vaq	A						
6n16	G	84.01		0.29277		0.6071428571428572	
1k4d	C	91.4		0.93524		0.9524430940216291	
6m3b	A	89.45		0.98043		0.9392545774069077	
7jix	A	51.43		0.5669		0.510027773930938	
7wed	E	26.76		0.26408		0.26020204625864	
7vmu	B	28.24		0.23799		0.2891129329113968	
3bz4	H	82.74		0.66323		0.8681393785645475	
7cbp	Q	68.57		0.09448		0.6538190132195009	
4lsp	G	24.79		0.24589		0.2292788856836695	
7n4l	A	26.16		0.25489		0.24792776524470553	
6wdt	A	63.03		0.65685		0.6437787691935786	
5do2	A	26.54		0.34274		0.25304510371888234	
2fx7	P	77.44		0.54611		0.8835722870879121	
7dnl	B	26.51		0.23988		0.28465344836883405	
6jb8	B	95.14		0.98112		0.957439200904731	
4ywg	Q	40.34		0.31088		0.3833559094654443	
5eu7	B	87.75		0.96436		0.9303934215582493	
6njm	B						
6xbm	A	79.74		0.30046		0.7929783618064675	
5f9o	G	24.62		0.27736		0.20625593415791826	
6hig	B	71.46		0.81437		0.7645883615471589	
2cgr	H	86.9		0.86556		0.9251433591018322	
1ott	A	87.37		0.95058		0.9048749377314274	
6apb	A	48.9		0.52797		0.6853144530337438	
7fat	A	28.56		0.28565		0.2669337537582927	
6mqr	A	84.01		0.34245		0.5357142857142858	
6wer	B	28.54		0.27101		0.2744094978449813	
5sv3	D	90.3		0.97582		0.9498172679563772	
7tyi	A	77.88		0.82919		0.7708388803916515	
6ddv	C	92.52		0.96755		0.9675474617010381	
3f58	P	73.82		0.23995		0.5065656565656567	
5y80	A	90.46		0.97754		0.9470774718684911	
7qbd	A	82.14		0.87187		0.8577022659991745	
6flc	I	53.53		0.82815		0.7301370234872291	
1kc5	P	66.91		0.3201		0.6964285714285714	
2w65	F	69.06		0.19968		0.775	
3mlz	P	58.15		0.23836		0.7108967106126196	
2p49	A	91.23		0.96073		0.9503496518317986	
4laj	F	24.59		0.25596		0.21567470434758193	
7f5g	A	27.07		0.25432		0.2692541065850283	
7s2r	A	87.72		0.9675		0.9248920830330175	
6vjn	G	69.65		0.17691		0.3979226537566321	
7vae	A	93.72		0.79921		0.7460170713987251	
7b14	A	26.79		0.28649		0.29067768627636115	
3or7	C	91.54		0.92617		0.9530310588332952	
3okn	A	91.78		0.50294		0.9710212081905594	
3r1g	B	82.46		0.92088		0.823285432103054	
3u0t	E	69.36		0.27988		0.7039051226551227	
7kez	V	91.77		0.96874		0.9676435289187015	
6qb3	A	88.52		0.96558		0.9359616523549614	
7vdl	A	79.79		0.81045		0.7962919335894755	
7kf0	C	91.84		0.96647		0.9673852186892968	
5e2w	P	69.04		0.2424		0.35416666666666663	
7m30	C	38.88		0.25294		0.4323156736659957	
5e2v	P	87.4		0.28448		0.5595238095238095	
5uz7	A	74.19		0.61997		0.6686671445497322	
2ht2	A	87.56		0.95061		0.9148760244220134	
6tyb	G	24.75		0.25272		0.225032709481425	
6cbp	P	56.56		0.35325		0.6508179539758487	
6m1i	E	88.82		0.22303		0.898745137052256	
4nzr	M	44.33		0.60555		0.4854918815550046	
5eor	A	70.43		0.38889		0.7925925925925926	
6w0g	C	91.4		0.92781		0.9567707323518486	
4lsv	G	28.13		0.28219		0.22270589320897552	
6axl	G	63.59		0.28288		0.7552083333333334	
7doh	I	76.73		0.23399		0.4583333333333333	
1iqd	C	93.24		0.9879		0.9805661685256124	
6k6b	B	92.25		0.88909		0.9094081596444102	
7eq1	A	79.28		0.86307		0.7908046159686056	
5o14	B	69.95		0.75176		0.6857540378639319	
1fdl	Y	95.14		0.991		0.9817705344254938	
7bpk	B	64.6		0.60369		0.6981357283191446	
4qyo	Q	71.19		0.44916		0.75	
5d96	D	93.04		0.98418		0.9484535578960849	
6nm6	B	47.24		0.321		0.4646721677870776	
6qgx	A	82.98		0.94497		0.9050861852963278	
7cw2	D	64.09		0.53628		0.6074540934515265	
6x9u	A	25.02		0.23872		0.21774119890840102	
5v6m	P	73.94		0.28932		0.5567744755244755	
7evz	A	81.37		0.7864		0.7669933441695164	
6idl	E	35.56		0.45332		0.3512098338342349	
2y6s	Q	67.43		0.26015		0.5105293317793318	
3okk	B	85.54		0.87077		0.8991426174864842	
1j5o	B	79.48		0.70683		0.6266036890390363	
4r4h	A	24.84		0.2893		0.21276494058823087	
5otj	C	86.76		0.93829		0.9475137069396564	
7d2z	B	28.09		0.27876		0.2398713238051836	
35c8	L	92.24		0.75665		0.9696191324038034	
7fej	1	66.73		0.7361		0.7542106200414425	
4krl	A	91.42		0.98722		0.958267794543097	
3moa	P	67.76		0.30302		0.6953147546897546	
6dfg	A	24.67		0.17711		0.21276464387595154	
6oe5	A	46.2		0.51663		0.425273098279608	
7rxp	A	90.08		0.95071		0.944749410707048	
6vrh	A	84.44		0.97654		0.8912319325239252	
5c6t	A	61.41		0.35713		0.6797391391355346	
6cdo	C	84.01		0.27943		0.5342261904761905	
4g6m	A	90.66		0.96516		0.9366064391248521	
5jw3	A	42.33		0.51326		0.4487957868512295	
6wgl	C	83.71		0.90047		0.874989341467162	
4r4f	A	25.86		0.27011		0.22716683316300462	
7lde	D	83.23		0.48394		0.8476914209646149	
4qy8	Q	84.03		0.20933		0.6230278649921507	
4i1n	A	94.35		0.94787		0.9129833777945189	
6qb4	A	88.52		0.94424		0.8968588626666458	
2dwd	C	91.4		0.93089		0.9541419517725694	
6w0a	C	90.63		0.85535		0.909920198512399	
1e4w	P	78.15		0.26281		0.6190476190476188	
5c7x	B	86.89		0.95036		0.8886444575167236	
7o33	P	66.9		0.20522		0.6190656565656565	
7ly0	A	33.58		0.28349		0.2687108762465546	
