id	length	pLDDT_A	model
A7K8T3	37	31.626	BASE+LOGAN+12CY
G3MB60	60	64.339	BASE+LOGAN+12CY
E0ZPU4	21	58.396	BASE+LOGAN+12CY
A0A9E7TEB9	34	72.976	BASE+LOGAN+12CY
G3MAZ7	7	85.766	BASE+LOGAN+12CY
E2CTZ3	32	75.579	BASE+LOGAN+12CY
A7J7F4	22	65.236	BASE+LOGAN+12CY
A7J7E4	12	59.45	BASE+LOGAN+12CY
F1BUL9	669	62.343	BASE+LOGAN+12CY
B4YQD5	35	61.521	BASE+LOGAN+12CY
A4ZRD8	15	55.32	BASE+LOGAN+12CY
D9CG80	144	85.775	BASE+LOGAN+12CY
E5AXX0	35	39.848	BASE+LOGAN+12CY
E5EQP2	100	85.422	BASE+LOGAN+12CY
A0A1C9C555	4	43.747	BASE+LOGAN+12CY
A7KV68	31	86.203	BASE+LOGAN+12CY
A7IXB9	5	52.847	BASE+LOGAN+12CY
A0A1B0V6H4	8	86.723	BASE+LOGAN+12CY
E3T5S0	21	77.12	BASE+LOGAN+12CY
A7IY89	25	79.105	BASE+LOGAN+12CY
A1E242	181	65.89	BASE+LOGAN+12CY
D8V086	5	69.658	BASE+LOGAN+12CY
E5EPM6	31	80.592	BASE+LOGAN+12CY
A0A1B4XX81	12	85.05	BASE+LOGAN+12CY
E5EYG7	10	65.404	BASE+LOGAN+12CY
A7IWJ4	19	44.203	BASE+LOGAN+12CY
A0A1B1IX48	40	60.386	BASE+LOGAN+12CY
A0A173GFU7	21	72.004	BASE+LOGAN+12CY
G4KK31	24	44.666	BASE+LOGAN+12CY
F6GQ70	12	75.451	BASE+LOGAN+12CY
A7RCQ4	10	61.449	BASE+LOGAN+12CY
A0A1B0XUI2	357	76.614	BASE+LOGAN+12CY
A0A9E7QS55	23	89.251	BASE+LOGAN+12CY
B2ZXN1	44	87.009	BASE+LOGAN+12CY
A4FTE3	19	46.31	BASE+LOGAN+12CY
B0YLL6_1	25	59.412	BASE+LOGAN+12CY
C9DGF9	3	40.532	BASE+LOGAN+12CY
A7KV40	53	84.143	BASE+LOGAN+12CY
B5LJ82	16	60.502	BASE+LOGAN+12CY
A4L257	9	62.418	BASE+LOGAN+12CY
A0A915VH76	11	85.347	BASE+LOGAN+12CY
G9IA93	42	87.448	BASE+LOGAN+12CY
A0A191ZCB7	45	82.614	BASE+LOGAN+12CY
B1ABI0	21	62.551	BASE+LOGAN+12CY
A7KQ74	73	52.292	BASE+LOGAN+12CY
A7K9P5	503	64.277	BASE+LOGAN+12CY
A7RC67	14	33.958	BASE+LOGAN+12CY
A0A1B1MQQ2	9	62.257	BASE+LOGAN+12CY
F1AXD6	16	46.69	BASE+LOGAN+12CY
B0ZSH5	11	60.775	BASE+LOGAN+12CY
B5U9V6_2	188	61.482	BASE+LOGAN+12CY
B3FJ40	31	90.362	BASE+LOGAN+12CY
A0A9E7DTH8	14	87.457	BASE+LOGAN+12CY
G3MAS0	16	88.481	BASE+LOGAN+12CY
A0A8T8JEM5	23	69.768	BASE+LOGAN+12CY
A0A9E7J833	9	85.829	BASE+LOGAN+12CY
E3T4R5	110	63.961	BASE+LOGAN+12CY
A0A168MTE8	27	43.882	BASE+LOGAN+12CY
D5L2L7	18	77.827	BASE+LOGAN+12CY
G9BW89	183	55.775	BASE+LOGAN+12CY
A0A163HLJ8	11	63.94	BASE+LOGAN+12CY
E7BMX1	75	57.961	BASE+LOGAN+12CY
F1BUM1	522	63.06	BASE+LOGAN+12CY
A0A1B2CSJ9	35	82.44	BASE+LOGAN+12CY
A7IV85	21	44.775	BASE+LOGAN+12CY
D5L2E2	47	53.167	BASE+LOGAN+12CY
G9I9G8	8	61.36	BASE+LOGAN+12CY
D6QY64	37	53.271	BASE+LOGAN+12CY
E1A2H3	23	85.425	BASE+LOGAN+12CY
G8XUJ9	20	49.314	BASE+LOGAN+12CY
A7IWC5	5	53.605	BASE+LOGAN+12CY
B0YLK1	7	42.52	BASE+LOGAN+12CY
C9DGH9	8	71.813	BASE+LOGAN+12CY
A7RAM1	25	53.105	BASE+LOGAN+12CY
D5L252	78	34.083	BASE+LOGAN+12CY
D9I640	8	76.079	BASE+LOGAN+12CY
A0A1C3NFE7	80	78.126	BASE+LOGAN+12CY
A0A1B2IGP3	15	85.545	BASE+LOGAN+12CY
F2Y2X5	21	69.518	BASE+LOGAN+12CY
A7K8U5	589	40.693	BASE+LOGAN+12CY
A0A1C3NF79	62	72.529	BASE+LOGAN+12CY
G3MB90	275	73.456	BASE+LOGAN+12CY
B0YLL5	88	45.972	BASE+LOGAN+12CY
A7IWK5	5	59.886	BASE+LOGAN+12CY
B2YG18	85	72.034	BASE+LOGAN+12CY
G4W993	75	79.103	BASE+LOGAN+12CY
E1A2R7	10	87.529	BASE+LOGAN+12CY
E7DNB2	136	81.217	BASE+LOGAN+12CY
D2TEK5	74	61.372	BASE+LOGAN+12CY
F8TUV9	81	82.054	BASE+LOGAN+12CY
G8FS68	50	78.249	BASE+LOGAN+12CY
A7IYA6	92	77.639	BASE+LOGAN+12CY
E5ESL9	33	85.998	BASE+LOGAN+12CY
G3MAZ2	29	88.151	BASE+LOGAN+12CY
A7J6R5	11	46.809	BASE+LOGAN+12CY
B3FJ52	6	81.173	BASE+LOGAN+12CY
G9B1U3	18	83.248	BASE+LOGAN+12CY
D9CG84	55	81.865	BASE+LOGAN+12CY
B2YG50	212	80.93	BASE+LOGAN+12CY
D2WKF0	45	43.34	BASE+LOGAN+12CY
C0STM1	2851	77.954	BASE+LOGAN+12CY
F8SJK2	4	59.735	BASE+LOGAN+12CY
B4YSS3	363	67.049	BASE+LOGAN+12CY
D2XJV5	40	62.349	BASE+LOGAN+12CY
F8V6Q5	304	74.916	BASE+LOGAN+12CY
E5EPR4	9	77.607	BASE+LOGAN+12CY
A7RAN9	4	56.823	BASE+LOGAN+12CY
G0YPN2	49	85.937	BASE+LOGAN+12CY
A0A172JTY4_2	367	57.628	BASE+LOGAN+12CY
G4KK12	17	74.283	BASE+LOGAN+12CY
F8SJD5	15	41.421	BASE+LOGAN+12CY
A2Q0A5	3	48.483	BASE+LOGAN+12CY
G4KKR1	7	43.142	BASE+LOGAN+12CY
F1BUQ3	1695	54.593	BASE+LOGAN+12CY
A0A1C3NFH0	73	63.012	BASE+LOGAN+12CY
F2Y134	5	61.786	BASE+LOGAN+12CY
D5L2I8	87	71.065	BASE+LOGAN+12CY
A7IWT1	43	53.557	BASE+LOGAN+12CY
G8DGC8_1	68	31.55	BASE+LOGAN+12CY
F4MI11	202	74.81	BASE+LOGAN+12CY
A5IZV4	119	72.222	BASE+LOGAN+12CY
A0A172Q0V6	21	44.999	BASE+LOGAN+12CY
B2YG21	153	60.286	BASE+LOGAN+12CY
E1A2F8	19	85.051	BASE+LOGAN+12CY
G4KKD4	27	70.496	BASE+LOGAN+12CY
D5L2N0	13	62.643	BASE+LOGAN+12CY
A0A8T8J0R7	30	82.387	BASE+LOGAN+12CY
A4L1Z5	4	70.349	BASE+LOGAN+12CY
D4HTZ7	224	61.531	BASE+LOGAN+12CY
A0A9E7P6W5	9	84.359	BASE+LOGAN+12CY
A7J665	43	50.863	BASE+LOGAN+12CY
F8WPW5	6	54.963	BASE+LOGAN+12CY
A7J6D7	32	42.54	BASE+LOGAN+12CY
D9I6F0	13	72.5	BASE+LOGAN+12CY
A0A1B4XWI4	3	50.577	BASE+LOGAN+12CY
A0A8T8L771	9	74.955	BASE+LOGAN+12CY
E3T4C9	13	72.908	BASE+LOGAN+12CY
G4KKB4	27	79.181	BASE+LOGAN+12CY
E3T4Z7	13	50.701	BASE+LOGAN+12CY
G4KJU8	10	61.09	BASE+LOGAN+12CY
G8G1W8_1	3359	77.05	BASE+LOGAN+12CY
A0A1C3NF69	29	79.287	BASE+LOGAN+12CY
D3W0D9	20	70.805	BASE+LOGAN+12CY
A7RBG7	8	61.0	BASE+LOGAN+12CY
F6J062_2	360	47.986	BASE+LOGAN+12CY
F8SJG9	10	45.606	BASE+LOGAN+12CY
A0A977KNU9	3	70.731	BASE+LOGAN+12CY
G9IA84	10	85.837	BASE+LOGAN+12CY
A0A1B2IE96	17	68.928	BASE+LOGAN+12CY
A7WKD7	84	66.861	BASE+LOGAN+12CY
A0A9E6YZ78	3	34.761	BASE+LOGAN+12CY
B2YG84	559	81.833	BASE+LOGAN+12CY
E3SKZ3	305	75.548	BASE+LOGAN+12CY
A0A1B2IGE2	41	85.101	BASE+LOGAN+12CY
D5FM47	19	67.288	BASE+LOGAN+12CY
A7J6F4	11	53.474	BASE+LOGAN+12CY
H2EEK1	60	83.889	BASE+LOGAN+12CY
G8EWC6_2	70	57.29	BASE+LOGAN+12CY
D9I5X6	32	69.038	BASE+LOGAN+12CY
A7IXQ1	5	65.585	BASE+LOGAN+12CY
A5Y2D0	39	73.664	BASE+LOGAN+12CY
A7J761	8	44.554	BASE+LOGAN+12CY
A7K9B5	45	40.799	BASE+LOGAN+12CY
A7K873	53	52.598	BASE+LOGAN+12CY
G8E022	25	50.056	BASE+LOGAN+12CY
C9WJI3	38	70.597	BASE+LOGAN+12CY
A0A1B1MRM8	11	45.794	BASE+LOGAN+12CY
A0A1B2IGG8	48	52.175	BASE+LOGAN+12CY
G8XT21	45	51.719	BASE+LOGAN+12CY
B3V7B2	90	82.332	BASE+LOGAN+12CY
C1KFJ0	9	60.574	BASE+LOGAN+12CY
A1YJC5	27	75.103	BASE+LOGAN+12CY
A0A1B0Z0D4	20	61.938	BASE+LOGAN+12CY
A0A172Q0R4	23	57.377	BASE+LOGAN+12CY
A7WKB0	113	74.338	BASE+LOGAN+12CY
E5DIF2	23	48.043	BASE+LOGAN+12CY
C3VVP1	11	74.092	BASE+LOGAN+12CY
G1FGK8	14	82.036	BASE+LOGAN+12CY
A0A1C3S7V6	27	82.109	BASE+LOGAN+12CY
A2Q0J8	92	51.629	BASE+LOGAN+12CY
A0A8T8L740	156	60.33	BASE+LOGAN+12CY
G8DGL7	11	41.062	BASE+LOGAN+12CY
E2FHS3	104	75.82	BASE+LOGAN+12CY
A0A1B4XWZ9	5	79.905	BASE+LOGAN+12CY
A0A976RX72	47	71.237	BASE+LOGAN+12CY
A0A1B1MQT8	8	52.513	BASE+LOGAN+12CY
A0A1C3NFF6	5	45.056	BASE+LOGAN+12CY
D4P720	8	61.822	BASE+LOGAN+12CY
A0A173GF91	42	85.292	BASE+LOGAN+12CY
A0A976XP95	10	63.083	BASE+LOGAN+12CY
A0A172Q0X3	12	81.072	BASE+LOGAN+12CY
A0A1C3NF14	14	81.922	BASE+LOGAN+12CY
C1KFB6	55	88.703	BASE+LOGAN+12CY
A0A192GP26	4313	41.871	BASE+LOGAN+12CY
F8SJM0	4	55.945	BASE+LOGAN+12CY
A0A8X8M9F1	103	79.728	BASE+LOGAN+12CY
A0A1C9C548	4	52.542	BASE+LOGAN+12CY
A8KAR0_2	286	75.903	BASE+LOGAN+12CY
A0A8T9JI39	23	69.341	BASE+LOGAN+12CY
A7IU50	125	42.1	BASE+LOGAN+12CY
B3FJ34	19	55.629	BASE+LOGAN+12CY
A0A8T9TBD2	142	85.056	BASE+LOGAN+12CY
A3QMS3	25	27.106	BASE+LOGAN+12CY
D2IFZ9	85	58.018	BASE+LOGAN+12CY
F2Y1L0	8	74.435	BASE+LOGAN+12CY
B3FJA6	145	92.825	BASE+LOGAN+12CY
A6MAF5	16	37.947	BASE+LOGAN+12CY
A0A1C3NFG9	37	42.874	BASE+LOGAN+12CY
H2A118	15	49.333	BASE+LOGAN+12CY
G9I098	7	61.376	BASE+LOGAN+12CY
F8ULT7	30	56.809	BASE+LOGAN+12CY
A0A976RUG5	26	85.308	BASE+LOGAN+12CY
A0A977KMG7	6	83.185	BASE+LOGAN+12CY
D3TTY0	13	73.321	BASE+LOGAN+12CY
A0A193CDG9	2548	85.427	BASE+LOGAN+12CY
G8XTN8	32	56.044	BASE+LOGAN+12CY
G9BWE1	90	85.138	BASE+LOGAN+12CY
E5EYC4	7	75.934	BASE+LOGAN+12CY
A0A9E8JWU7	17	44.933	BASE+LOGAN+12CY
A7KA89	11	43.644	BASE+LOGAN+12CY
G3MB69	451	87.523	BASE+LOGAN+12CY
A7K827	222	44.604	BASE+LOGAN+12CY
A0A166YGI7	8	35.498	BASE+LOGAN+12CY
A0A8T8IWN8	86	32.767	BASE+LOGAN+12CY
E5KC96	52	40.477	BASE+LOGAN+12CY
A7J7P9	98	38.234	BASE+LOGAN+12CY
A0A1B0XTY8	164	76.067	BASE+LOGAN+12CY
G3MAR1	22	85.675	BASE+LOGAN+12CY
E3PZ62	74	80.24	BASE+LOGAN+12CY
A7IXX8	31	53.379	BASE+LOGAN+12CY
E3T550	263	58.127	BASE+LOGAN+12CY
A7K804	18	63.865	BASE+LOGAN+12CY
E5EYF2	17	58.028	BASE+LOGAN+12CY
A0A1B1IWK6	56	90.189	BASE+LOGAN+12CY
E7BMX5	371	79.962	BASE+LOGAN+12CY
A0A172Q033	165	80.622	BASE+LOGAN+12CY
E3SQJ8	75	54.124	BASE+LOGAN+12CY
A0A9E7P6Q9	36	88.577	BASE+LOGAN+12CY
E1Y3Y1	21	88.446	BASE+LOGAN+12CY
D2IZT2	21	86.465	BASE+LOGAN+12CY
D2TFP2	40	78.08	BASE+LOGAN+12CY
A0A173GFD8	26	76.962	BASE+LOGAN+12CY
A0A974RNE3	35	31.056	BASE+LOGAN+12CY
A0A167WUC7	17	60.6	BASE+LOGAN+12CY
A7IY90	80	70.26	BASE+LOGAN+12CY
C6GIJ5	126	85.459	BASE+LOGAN+12CY
B1AA69	34	61.625	BASE+LOGAN+12CY
A6MLZ4	95	34.394	BASE+LOGAN+12CY
F8WQ66	5	64.18	BASE+LOGAN+12CY
D3IZ20	12	53.149	BASE+LOGAN+12CY
A7KUT4	378	93.701	BASE+LOGAN+12CY
G9I078	38	83.075	BASE+LOGAN+12CY
D2TFI1	4	32.786	BASE+LOGAN+12CY
A7J7I7	46	53.721	BASE+LOGAN+12CY
A0A9E8MBQ0	13	49.908	BASE+LOGAN+12CY
B4UTV9	114	45.046	BASE+LOGAN+12CY
A0A8T9TCR9	28	73.972	BASE+LOGAN+12CY
C3SAT6	5	81.201	BASE+LOGAN+12CY
B3FJL3	34	86.003	BASE+LOGAN+12CY
A4FTA8	22	54.088	BASE+LOGAN+12CY
A0A976XPU1	63	86.037	BASE+LOGAN+12CY
F2NZ43	3	50.24	BASE+LOGAN+12CY
A8E104	8	72.656	BASE+LOGAN+12CY
E7C0H4	24	56.801	BASE+LOGAN+12CY
B0YLN6	55	75.506	BASE+LOGAN+12CY
A0A172Q0R2	20	59.691	BASE+LOGAN+12CY
E1A227	15	56.362	BASE+LOGAN+12CY
A0A8S5VVR7	320	85.129	BASE+LOGAN+12CY
A7J821	28	49.84	BASE+LOGAN+12CY
A0A1B0Z0P1	34	86.554	BASE+LOGAN+12CY
B2CRP5	12	81.921	BASE+LOGAN+12CY
C1KFD5	26	82.373	BASE+LOGAN+12CY
A0A8T8L7R4	75	84.209	BASE+LOGAN+12CY
A7RBS4	391	63.575	BASE+LOGAN+12CY
A0A9E9JWK6	431	68.22	BASE+LOGAN+12CY
A4UVR9	65	54.404	BASE+LOGAN+12CY
B3VH64	44	81.985	BASE+LOGAN+12CY
A0A916P1F8	12	79.18	BASE+LOGAN+12CY
B2ZY95	45	77.247	BASE+LOGAN+12CY
G9BWF5	27	88.867	BASE+LOGAN+12CY
F8WPR3	5	55.859	BASE+LOGAN+12CY
C6GII1	1326	82.364	BASE+LOGAN+12CY
A0A1B1MR95	4	36.192	BASE+LOGAN+12CY
D0EP13	9	55.048	BASE+LOGAN+12CY
A0A9E8MBY8	4	54.215	BASE+LOGAN+12CY
D4N2E8	21	74.518	BASE+LOGAN+12CY
F1AWW0	15	37.54	BASE+LOGAN+12CY
B4UTU6	172	85.758	BASE+LOGAN+12CY
A7RAG1	19	35.757	BASE+LOGAN+12CY
F4N9R3	38	85.7	BASE+LOGAN+12CY
G8XUI1	5	55.016	BASE+LOGAN+12CY
A2PZR6	8	75.195	BASE+LOGAN+12CY
A0A1B1MRJ0	71	63.455	BASE+LOGAN+12CY
A0A1C3NFJ1	33	69.749	BASE+LOGAN+12CY
G9I0B7	231	44.53	BASE+LOGAN+12CY
G9E6F2	129	60.302	BASE+LOGAN+12CY
A0A9E7S0Q0	8	53.962	BASE+LOGAN+12CY
B3FJX8	187	87.717	BASE+LOGAN+12CY
E7DNC6	53	75.616	BASE+LOGAN+12CY
A0A1C3NF97	5	42.343	BASE+LOGAN+12CY
A0A172Q066	34	79.45	BASE+LOGAN+12CY
A7IVD9	22	48.321	BASE+LOGAN+12CY
F8SJG1	5	58.787	BASE+LOGAN+12CY
A0A173GDZ6	14	80.815	BASE+LOGAN+12CY
E5EPK3	8	60.562	BASE+LOGAN+12CY
G8DGM5	11	82.601	BASE+LOGAN+12CY
A7K9N5	8	58.077	BASE+LOGAN+12CY
A0A1B1IUK4	46	85.308	BASE+LOGAN+12CY
G9IA42	100	88.437	BASE+LOGAN+12CY
G9I9S1	8	45.263	BASE+LOGAN+12CY
A0A1C3NFB5	123	86.961	BASE+LOGAN+12CY
B2ZY80	5	62.147	BASE+LOGAN+12CY
E3T5S5	16	77.149	BASE+LOGAN+12CY
G9E5Q6	12	41.891	BASE+LOGAN+12CY
D2WLW3	15	77.11	BASE+LOGAN+12CY
D9I079	512	56.777	BASE+LOGAN+12CY
E5AGG5	80	80.331	BASE+LOGAN+12CY
A5HL58	4	59.92	BASE+LOGAN+12CY
B2ZXT3	4	65.148	BASE+LOGAN+12CY
A0A976RU43	7	59.84	BASE+LOGAN+12CY
A7RBL1	4	47.282	BASE+LOGAN+12CY
D9I637	6	55.595	BASE+LOGAN+12CY
F1C5C0	93	59.609	BASE+LOGAN+12CY
B2YFY0	56	75.745	BASE+LOGAN+12CY
A7J8H8	15	46.585	BASE+LOGAN+12CY
F8TUK1	64	85.498	BASE+LOGAN+12CY
A0A9E8MCE3	210	92.597	BASE+LOGAN+12CY
F4YDR1	72	85.101	BASE+LOGAN+12CY
G4KKQ8	10	47.909	BASE+LOGAN+12CY
D0U249	13	56.96	BASE+LOGAN+12CY
G8DGK0	15	60.878	BASE+LOGAN+12CY
A7IV49	24	59.487	BASE+LOGAN+12CY
G4KJW5	8	49.925	BASE+LOGAN+12CY
G8DFA8	10	52.308	BASE+LOGAN+12CY
B5A1P0	106	83.809	BASE+LOGAN+12CY
B6CXF1	33	80.757	BASE+LOGAN+12CY
G3MBM4	26	62.64	BASE+LOGAN+12CY
G8XT48	3	55.163	BASE+LOGAN+12CY
G4KKU3	16	47.224	BASE+LOGAN+12CY
A0A9E6Z702	3	52.747	BASE+LOGAN+12CY
A2Q0K7	21	48.771	BASE+LOGAN+12CY
D9ZNE8	14	85.988	BASE+LOGAN+12CY
A0A191SAL4	37	79.198	BASE+LOGAN+12CY
G4KKB3	35	62.514	BASE+LOGAN+12CY
A0A9E7NFS0	14	85.414	BASE+LOGAN+12CY
A7J779	38	71.949	BASE+LOGAN+12CY
F8SJB0	3	62.485	BASE+LOGAN+12CY
A3RKI3	26	29.447	BASE+LOGAN+12CY
G3MAQ1	13	45.925	BASE+LOGAN+12CY
H2E065	12	53.317	BASE+LOGAN+12CY
H2E073	12	66.297	BASE+LOGAN+12CY
D4P7J6	5	83.017	BASE+LOGAN+12CY
A0A1B4XWF9	6	48.643	BASE+LOGAN+12CY
A7XX27	26	60.711	BASE+LOGAN+12CY
B3FJW6	13	61.717	BASE+LOGAN+12CY
B3FJB6	121	85.795	BASE+LOGAN+12CY
G8I6N1	19	66.753	BASE+LOGAN+12CY
G8DF88	4	37.373	BASE+LOGAN+12CY
A0A9E7QQR0	9	45.427	BASE+LOGAN+12CY
G8ACD8	1503	79.999	BASE+LOGAN+12CY
F8SJF4	31	55.762	BASE+LOGAN+12CY
A0A1B1MRB1	8	46.307	BASE+LOGAN+12CY
H2E082	34	48.062	BASE+LOGAN+12CY
A0A9E7LHE0	69	82.465	BASE+LOGAN+12CY
A7WKS6	389	36.541	BASE+LOGAN+12CY
E2CU26	17	43.195	BASE+LOGAN+12CY
A7K8X1	136	57.242	BASE+LOGAN+12CY
D2TEN3	53	69.26	BASE+LOGAN+12CY
A0A1B1IT79	30	81.214	BASE+LOGAN+12CY
A7J854	30	38.251	BASE+LOGAN+12CY
G9I9L9	48	82.858	BASE+LOGAN+12CY
B7SVD7	628	85.653	BASE+LOGAN+12CY
F1AX02	18	52.649	BASE+LOGAN+12CY
A0A167R5A6	50	83.894	BASE+LOGAN+12CY
A0A8T9VQT1	4	60.645	BASE+LOGAN+12CY
E5KCA6	89	59.328	BASE+LOGAN+12CY
E1A215	7	66.394	BASE+LOGAN+12CY
F8WPP9	10	76.619	BASE+LOGAN+12CY
A2Q0G9	13	44.066	BASE+LOGAN+12CY
D5GV71	52	41.584	BASE+LOGAN+12CY
A7IV91	48	45.013	BASE+LOGAN+12CY
A7IXH1	7	82.567	BASE+LOGAN+12CY
A7K9P9	3	73.979	BASE+LOGAN+12CY
D5GV83	18	47.822	BASE+LOGAN+12CY
A0A9E7J2J4	76	85.206	BASE+LOGAN+12CY
C3U2J3	68	66.031	BASE+LOGAN+12CY
A0A9E7SES6	86	89.069	BASE+LOGAN+12CY
A7J8I0	76	58.654	BASE+LOGAN+12CY
A7K8N8	19	53.626	BASE+LOGAN+12CY
C0KIU2	102	71.157	BASE+LOGAN+12CY
A7J6M8	104	73.729	BASE+LOGAN+12CY
F8TUT9	88	85.178	BASE+LOGAN+12CY
B0YLI5	50	70.687	BASE+LOGAN+12CY
B5LJM9	12	50.581	BASE+LOGAN+12CY
F1D350	10	49.467	BASE+LOGAN+12CY
F1D5X3	40	86.408	BASE+LOGAN+12CY
D2XB47	33	81.859	BASE+LOGAN+12CY
A0A1C9C510	6	45.255	BASE+LOGAN+12CY
F6LQB9	7	90.346	BASE+LOGAN+12CY
D5JF48	18	66.705	BASE+LOGAN+12CY
A7IWE5	5	75.182	BASE+LOGAN+12CY
A7J894	32	45.177	BASE+LOGAN+12CY
C6GII8	36	51.087	BASE+LOGAN+12CY
A7K7X9	12	50.394	BASE+LOGAN+12CY
A7KA63	25	55.283	BASE+LOGAN+12CY
H2EEJ3	30	83.257	BASE+LOGAN+12CY
A0A8S5VVY1	10	56.547	BASE+LOGAN+12CY
A0A9E7S0U0	15	66.172	BASE+LOGAN+12CY
A7K7X0	7	51.338	BASE+LOGAN+12CY
F2WKW8	8	82.292	BASE+LOGAN+12CY
A0A192Y5V7	31	41.101	BASE+LOGAN+12CY
A0A173GF49	13	85.389	BASE+LOGAN+12CY
D2XB72	25	66.519	BASE+LOGAN+12CY
G9BW50	9	79.549	BASE+LOGAN+12CY
E5E405	50	82.963	BASE+LOGAN+12CY
A0A9E8Z199	132	53.174	BASE+LOGAN+12CY
A7IY76	52	79.136	BASE+LOGAN+12CY
A0A9E7TYE2	6	85.279	BASE+LOGAN+12CY
B6D7M8	3	45.822	BASE+LOGAN+12CY
G8XTS0	32	48.407	BASE+LOGAN+12CY
C1KFD2	59	67.931	BASE+LOGAN+12CY
A7RAN8	14	50.044	BASE+LOGAN+12CY
H2E076	44	51.704	BASE+LOGAN+12CY
H2A0T5	39	54.388	BASE+LOGAN+12CY
D0U236	11	59.966	BASE+LOGAN+12CY
A0A192Y739	33	85.086	BASE+LOGAN+12CY
D2E8E9_1	438	69.514	BASE+LOGAN+12CY
G4KKC1	10	44.064	BASE+LOGAN+12CY
F1AX97	17	55.12	BASE+LOGAN+12CY
A7J7X1	11	43.992	BASE+LOGAN+12CY
A0A1B1IRE6	9	62.455	BASE+LOGAN+12CY
G8DFS8	27	72.791	BASE+LOGAN+12CY
A0A9E7SKP0	63	92.062	BASE+LOGAN+12CY
A0A916KQG9	5	40.492	BASE+LOGAN+12CY
G1UCT8	13	53.746	BASE+LOGAN+12CY
G8DFN7	46	45.807	BASE+LOGAN+12CY
G8XU81	4	63.509	BASE+LOGAN+12CY
A7IVN2	3	57.475	BASE+LOGAN+12CY
B7SU78	52	85.602	BASE+LOGAN+12CY
A3QMK4	17	49.877	BASE+LOGAN+12CY
B2YG17	101	67.136	BASE+LOGAN+12CY
A0A1C9C537	5	40.369	BASE+LOGAN+12CY
F2Y2Q8	33	49.347	BASE+LOGAN+12CY
G8DF36	31	41.563	BASE+LOGAN+12CY
A7RBH6	9	52.579	BASE+LOGAN+12CY
H2EAQ9	179	53.706	BASE+LOGAN+12CY
F5B482	33	78.483	BASE+LOGAN+12CY
A2Q088	4	39.504	BASE+LOGAN+12CY
C3SAV9	4	78.406	BASE+LOGAN+12CY
F8SJ99	7	74.476	BASE+LOGAN+12CY
D3IZ21	45	53.737	BASE+LOGAN+12CY
F2Y2T2	28	91.322	BASE+LOGAN+12CY
A7K7W4	14	53.128	BASE+LOGAN+12CY
A4KX84	16	80.689	BASE+LOGAN+12CY
G9BWD0	38	68.434	BASE+LOGAN+12CY
A0A191ZBS8	32	80.309	BASE+LOGAN+12CY
A7RAQ7	4	43.855	BASE+LOGAN+12CY
A0A1B2IGA3	40	79.177	BASE+LOGAN+12CY
G8DFJ9	128	82.729	BASE+LOGAN+12CY
A0A976SVV3	7	57.334	BASE+LOGAN+12CY
A0A1B2ANR4	28	35.115	BASE+LOGAN+12CY
A0A9E7T620	51	77.287	BASE+LOGAN+12CY
G9B1D4	17	73.467	BASE+LOGAN+12CY
G0T5H6	165	85.332	BASE+LOGAN+12CY
A0A9E7QF19	104	90.888	BASE+LOGAN+12CY
A0A191SB29	4	69.61	BASE+LOGAN+12CY
D5L2J8	131	84.411	BASE+LOGAN+12CY
B2CRH8	33	88.227	BASE+LOGAN+12CY
F1AWY6	14	57.236	BASE+LOGAN+12CY
E5EQ84	527	55.185	BASE+LOGAN+12CY
D3GGL4	3	49.623	BASE+LOGAN+12CY
A0A1B1IRT2	25	65.071	BASE+LOGAN+12CY
G4YAC6	13	52.238	BASE+LOGAN+12CY
G4YAV6	32	81.509	BASE+LOGAN+12CY
B2BTJ5	31	73.91	BASE+LOGAN+12CY
A0A916KQ62	48	81.105	BASE+LOGAN+12CY
B3FJ49	13	84.285	BASE+LOGAN+12CY
A0A161DYT5	32	79.783	BASE+LOGAN+12CY
E5EYP3	13	43.73	BASE+LOGAN+12CY
G3MA55	16	85.093	BASE+LOGAN+12CY
D5L2F4	12	69.324	BASE+LOGAN+12CY
G8DG64	28	35.583	BASE+LOGAN+12CY
F1AX69	27	53.404	BASE+LOGAN+12CY
A7J6B2	16	48.219	BASE+LOGAN+12CY
G8I4F3	10	49.646	BASE+LOGAN+12CY
H2E009	22	73.89	BASE+LOGAN+12CY
A0A1B2RVR3	13	90.421	BASE+LOGAN+12CY
A0A9E8S4H4	170	77.693	BASE+LOGAN+12CY
A7K9R7	26	54.052	BASE+LOGAN+12CY
A7K9J0	19	52.089	BASE+LOGAN+12CY
A0A1B0Z0K9	6	48.467	BASE+LOGAN+12CY
B5LK61	158	52.655	BASE+LOGAN+12CY
A7RCA3	6	66.073	BASE+LOGAN+12CY
F1BUN4	14	65.091	BASE+LOGAN+12CY
G9BW87	17	81.266	BASE+LOGAN+12CY
F8V685	13	66.151	BASE+LOGAN+12CY
F9VI21	96	81.942	BASE+LOGAN+12CY
A0A9E7J1W6	10	81.166	BASE+LOGAN+12CY
D6PIL2	9	63.283	BASE+LOGAN+12CY
B0YLK9	16	54.425	BASE+LOGAN+12CY
G3MBJ3	68	83.372	BASE+LOGAN+12CY
A7IUN3	77	70.588	BASE+LOGAN+12CY
A0A172Q0M3	25	65.316	BASE+LOGAN+12CY
A4L233	11	57.178	BASE+LOGAN+12CY
A0A1B2IG49	18	75.446	BASE+LOGAN+12CY
